incident_id,offense_id,offense_code,offense_code_extension,offense_type_id,offense_category_id,year,first_occurrence_date,last_occurrence_date,reported_date,incident_address,geo_x,geo_y,geo_lon,geo_lat,district_id,precinct_id,neighborhood_id,is_crime,is_traffic,victim_count
202191788,2.02192E+14,2999,0,criminal-mischief-other,public-disorder,2021,2/14/2021,2/14/2021,2/14/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
201957713,2.01958E+14,4102,0,liquor-sell,drug-alcohol,2019,1/25/2019,,1/26/2019,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2021572741,2.02157E+15,5016,1,violation-of-court-order,all-other-crimes,2021,10/6/2021,,10/6/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2021398490,2.0214E+15,1205,0,robbery-street,robbery,2021,7/13/2021,,7/13/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2021569651,2.02157E+15,1313,0,assault-simple,other-crimes-against-persons,2021,10/4/2021,,10/4/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2020617019,2.02062E+15,1313,0,assault-simple,other-crimes-against-persons,2020,10/15/2020,10/15/2020,10/15/2020,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
20226135,2.02261E+13,1313,0,assault-simple,other-crimes-against-persons,2022,1/5/2022,,1/5/2022,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2022363427,2.02236E+15,1313,0,assault-simple,other-crimes-against-persons,2022,7/15/2022,,7/17/2022,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2022171381,2.02217E+15,1313,0,assault-simple,other-crimes-against-persons,2022,4/5/2022,,4/7/2022,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2020390006,2.02039E+15,1313,0,assault-simple,other-crimes-against-persons,2020,6/26/2020,,6/27/2020,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2021680678,2.02168E+15,1314,2,weapon-fire-into-occ-bldg,aggravated-assault,2021,12/3/2021,,12/3/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2021347162,2.02135E+15,1315,0,aggravated-assault,aggravated-assault,2021,6/18/2021,6/18/2021,6/19/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
201958466,2.01958E+14,2205,0,burglary-business-no-force,burglary,2019,1/26/2019,1/26/2019,1/26/2019,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2021339215,2.02134E+15,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,2021,6/14/2021,,6/15/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
20216014607,2.0216E+16,2308,0,theft-from-bldg,larceny,2021,7/11/2021,7/11/2021,7/12/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
20196011828,2.0196E+16,2308,0,theft-from-bldg,larceny,2019,11/22/2019,11/22/2019,11/25/2019,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
20216011383,2.0216E+16,2399,0,theft-other,larceny,2021,5/21/2021,5/21/2021,5/22/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
20186004675,2.0186E+16,2399,0,theft-other,larceny,2018,5/19/2018,5/19/2018,5/19/2018,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2021116696,2.02112E+15,2399,0,theft-other,larceny,2021,2/26/2021,2/26/2021,2/26/2021,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
2018187674,2.01819E+15,2399,0,theft-other,larceny,2018,3/17/2018,,3/20/2018,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
